Date,City,Latitude,Longitude,Humidity,Cloudiness,Wind Speed,Max Temp
1653636155,Mataura,-46.1927,168.8643,92,0,1.15,278.42
1653636155,Cross Lanes,38.4204,-81.7907,97,100,3.6,291.98
1653636156,Arraial do Cabo,-22.9661,-42.0278,77,6,8.25,294.47
1653635888,Hamilton,39.1834,-84.5333,94,0,2.06,290.41
1653636156,Constitución,-35.3333,-72.4167,66,100,2.08,281.23
1653636157,Chui,-33.6971,-53.4616,98,100,1.01,287.76
1653636157,Cockburn Town,21.4612,-71.1419,76,100,9.08,299.42
1653636157,Puerto Madryn,-42.7692,-65.0385,68,7,4.64,276.81
1653636158,Touros,-5.1989,-35.4608,91,11,5.43,296.42
1653636158,Nanortalik,60.1432,-45.2371,94,100,2.0,275.08
1653636158,Sinop Province,41.7711,34.8709,59,0,2.97,288.39
1653636159,Ballina,-28.8667,153.5667,83,6,2.5,290.81
1653636159,Huarmey,-10.0681,-78.1522,90,100,3.76,290.22
1653636159,Thompson,55.7435,-97.8558,100,100,3.09,273.24
1653636160,Sola,-13.8833,167.55,77,58,5.89,300.51
1653636058,Hong Kong,22.2855,114.1577,89,100,4.47,301.66
1653636160,Amantea,39.1332,16.0746,47,100,3.37,303.18
1653636161,Dikson,73.5069,80.5464,73,0,0.18,272.35
1653636161,San Juan del Sur,11.2529,-85.8705,84,100,4.48,298.92
1653636162,Yellowknife,62.456,-114.3525,61,20,2.57,281.44
1653636162,Hasaki,35.7333,140.8333,89,100,9.2,296.09
1653636163,Provideniya,64.3833,-173.3,83,71,2.79,276.88
1653636163,Kungurtug,50.5994,97.5228,21,60,4.32,296.58
1653636163,Saskylakh,71.9167,114.0833,87,100,4.97,272.75
1653636164,Leh,34.1667,77.5833,31,93,1.12,287.03
1653636164,Kotel'nich,58.3089,48.348,94,100,4.29,282.87
1653636164,Sárvár,47.2539,16.9352,72,100,0.97,295.07
1653636165,Leşu,47.3167,24.75,75,40,3.02,293.56
1653636165,Ribeira Grande,38.5167,-28.7,88,40,6.69,291.37
1653636165,Petropavlovsk-Kamchatskiy,53.0452,158.6483,76,40,6.0,281.48
1653636166,Kumul,42.8,93.45,15,80,7.51,307.78
1653636166,Kaitangata,-46.2817,169.8464,82,0,0.95,278.93
1653636167,Parfino,57.9731,31.6481,92,100,3.18,283.17
1653636140,Punta Arenas,-53.15,-70.9167,75,20,10.8,277.21
1653636167,Adrar,20.5022,-10.0711,39,10,2.7,301.33
1653636167,Tessalit,20.1986,1.0114,18,93,0.95,307.18
1653636168,Carnarvon,-24.8667,113.6333,56,100,2.15,296.02
1653636168,Barrow,71.2906,-156.7887,86,100,6.69,272.16
1653636168,Vuktyl,63.8567,57.3094,56,100,2.18,284.36
1653636169,Waddān,29.1614,16.139,8,0,6.48,305.48
1653636002,Fairbanks,64.8378,-147.7164,48,100,5.14,290.15
1653636169,Yandyki,45.7691,47.1258,35,99,3.12,295.77
1653636170,Mana,5.6592,-53.7767,85,99,3.39,297.92
1653636170,Esperance,-33.8667,121.9,56,3,3.47,291.27
1653636170,Hermanus,-34.4187,19.2345,81,57,3.91,288.6
1653636171,Al Bardīyah,31.7561,25.0865,39,0,2.23,299.91
1653636171,Kapoeta,4.7717,33.5903,50,35,3.15,302.22
1653636171,Kot Kapūra,30.5833,74.9,16,0,1.89,314.92
1653636172,Atlantic Beach,30.3344,-81.3987,85,0,5.14,299.21
1653636172,Uthal,25.8072,66.6219,47,0,4.09,309.38
1653636173,São Félix do Xingu,-6.6447,-51.995,82,53,0.76,295.68
1653635981,Geraldton,-28.7667,114.6,34,0,4.12,299.38
1653636154,Redmond,47.674,-122.1215,87,99,0.45,289.33
1653636173,Bambous Virieux,-20.3428,57.7575,69,20,3.6,300.49
1653636174,Adré,13.4667,22.2,9,5,5.58,303.23
1653636174,Bambanglipuro,-7.95,110.2833,72,31,2.48,302.12
1653636174,Kavieng,-2.5744,150.7967,66,100,4.23,301.19
1653636175,Tottori-shi,35.5,134.2333,56,20,5.66,296.19
1653636175,Muroto-misakicho,33.2833,134.15,64,94,1.25,296.7
1653636176,Martapura,-3.4167,114.85,62,40,2.57,305.2
1653636176,Oranjemund,-28.55,16.4333,74,0,0.54,288.44
1653636176,Necochea,-38.5473,-58.7368,68,100,2.84,280.63
1653636177,Wucheng,29.6008,118.175,49,97,1.24,303.09
1653636177,Prieska,-29.6641,22.7474,31,0,1.43,288.55
1653636177,Forio,40.7342,13.8646,77,100,0.89,301.0
1653636178,Pankrushikha,53.8319,80.3406,31,0,3.99,299.08
1653636178,Hirara,24.8,125.2833,94,75,5.66,298.3
1653636178,Papara,-3.9839,-38.7273,95,23,2.19,296.37
1653636179,Sol'-Iletsk,51.1631,54.9918,55,34,6.99,289.9
1653636180,Sechura,-5.5569,-80.8222,82,35,5.98,291.45
1653636180,Talnakh,69.4865,88.3972,89,100,3.76,277.38
1653636180,Carndonagh,55.25,-7.2667,78,100,7.78,282.74
1653636181,Port Elizabeth,-33.918,25.5701,85,0,1.34,289.99
1653636181,Bom Jesus da Lapa,-13.255,-43.4181,75,39,2.8,291.23
1653636182,Lavrentiya,65.5833,-171.0,97,48,1.33,273.7
1653636182,Dickinson,29.4608,-95.0513,87,0,2.57,298.17
1653636182,Arrecife,28.963,-13.5477,77,20,3.09,292.14
1653636183,Nome,64.5011,-165.4064,87,100,6.69,276.19
1653636183,Grindavik,63.8424,-22.4338,81,20,4.12,281.12
1653636038,Eureka,40.8021,-124.1637,85,100,1.5,287.45
1653636184,Leningradskiy,69.3833,178.4167,91,100,2.11,274.92
1653636184,Meulaboh,4.1363,96.1285,67,100,5.15,303.78
1653636185,Bonga,7.2833,36.2333,89,23,1.02,293.29
1653636185,Antsohihy,-14.8796,47.9875,53,1,1.36,303.12
1653636185,Port Hawkesbury,45.6169,-61.3485,75,100,3.6,285.32
1653636186,Saint-Philippe,-21.3585,55.7679,65,0,0.71,298.92
1653636186,Mitzic,0.7821,11.549,96,100,0.37,293.44
1653636186,Nizwá,22.9333,57.5333,9,0,1.55,313.48
1653636187,Nikolskoye,59.7035,30.7861,81,94,3.18,285.3
1653636187,Srednekolymsk,67.45,153.6833,36,99,5.84,281.42
1653636187,Tiksi,71.6872,128.8694,85,71,1.69,273.44
1653636188,Khatanga,71.9667,102.5,77,100,2.75,274.93
1653636188,Lebu,-37.6167,-73.65,72,100,5.3,279.51
1653636189,Olginskaya,47.1879,39.9492,66,82,5.82,293.65
1653636189,Lompoc,34.6391,-120.4579,77,100,2.24,289.09
1653636189,Butaritari,3.0707,172.7902,70,98,1.84,300.63
1653636190,Kindu,-2.95,25.95,74,98,0.81,298.21
1653636190,San Miguel de Tucumán,-26.8241,-65.2226,93,100,1.54,282.15
1653636068,Taoudenni,22.6783,-3.9836,26,0,3.77,305.62
1653636191,Bogorodskoye,56.55,37.8833,95,100,4.42,282.03
1653636191,Lichinga,-13.3128,35.2406,63,20,4.12,292.2
1653636191,Te Anau,-45.4167,167.7167,88,0,1.09,279.65
1653636192,Samfya,-11.3649,29.5565,51,0,3.04,293.29
1653636192,Salihorsk,52.7876,27.5415,59,23,7.92,287.3
1653636193,Rafaela,-31.2503,-61.4867,68,100,0.45,285.93
1653636193,Dauriya,49.9333,116.8667,20,23,11.22,293.66
1653636194,Bonthe,7.5264,-12.505,90,19,2.13,297.57
1653635973,Udachny,66.4167,112.4,45,100,7.4,280.07
1653636194,Torbay,47.6666,-52.7314,83,75,2.57,275.53
1653636194,Padang,-0.9492,100.3543,77,68,3.55,305.18
1653635956,Broken Hill,-31.95,141.4333,58,8,2.93,289.09
1653636195,Itarema,-2.9248,-39.9167,92,13,3.81,295.95
1653636195,Naantali,60.4674,22.0243,62,75,1.03,288.19
1653636196,Koumac,-20.5667,164.2833,77,100,2.11,297.94
1653636196,Makakilo City,21.3469,-158.0858,61,0,3.6,296.49
1653636196,São João da Barra,-21.6403,-41.0511,84,9,2.45,292.0
1653636197,San Patricio,28.017,-97.5169,90,0,4.24,300.07
1653636197,Saint George,37.1041,-113.5841,13,0,8.23,302.48
1653636197,Qaanaaq,77.484,-69.3632,64,84,5.81,272.33
1653636198,Kawambwa,-9.7915,29.0791,52,0,3.11,293.42
1653636198,Khasan,42.4308,130.6434,95,100,3.39,284.16
1653636198,Jamestown,42.097,-79.2353,92,100,3.09,292.05
1653636199,Belyy Yar,53.6039,91.3903,21,0,7.0,296.96
1653636199,Port Macquarie,-31.4333,152.9167,80,0,1.26,290.87
1653636200,Sompeta,18.9333,84.6,42,3,7.87,309.89
1653636200,Tiznit Province,29.5833,-9.5,33,6,0.33,298.9
1653636200,Kuytun,54.3419,101.5036,39,88,3.45,287.53
1653636201,New Norfolk,-42.7826,147.0587,78,99,0.97,284.87
1653636201,Wajir,1.7471,40.0573,61,75,4.12,302.13
1653636202,Kota Bharu,6.1333,102.2386,66,20,2.57,304.12
1653636202,Herre,59.1,9.5667,58,100,1.66,286.43
1653636202,Mkushi,-13.6202,29.3939,40,0,3.86,294.33
1653636135,Rognan,67.0953,15.3878,78,74,0.56,285.24
1653636203,Mirny,62.5353,113.9611,28,16,4.29,282.54
1653636203,Mahon,39.8885,4.2658,72,40,9.26,292.46
1653636204,Srandakan,-7.9386,110.2506,71,22,2.47,302.33
1653636204,Greensburg,40.3015,-79.5389,88,75,2.06,293.21
1653636205,Rize,40.9044,40.8949,48,12,2.49,285.4
1653636205,Chulym,55.0997,80.9572,32,0,5.69,296.67
1653636155,Navalmoral de la Mata,39.8916,-5.5406,50,24,2.72,297.02
1653636205,Cherskiy,68.75,161.3,53,99,8.28,276.54
1653636206,Aden,12.7794,45.0367,73,6,3.17,303.39
1653636194,George Town,5.4112,100.3354,67,40,4.12,307.11
1653636206,Sawtell,-30.3833,153.1,82,40,2.57,291.16
1653636207,Salalah,17.0151,54.0924,62,20,6.17,305.2
1653636207,Cabo San Lucas,22.8909,-109.9124,73,0,5.62,296.82
1653635706,Jumla,29.2747,82.1838,64,100,2.68,291.3
1653636208,Pirgos,35.1167,25.7178,43,1,1.71,299.05
1653636208,Sitka,57.0531,-135.33,66,20,2.06,284.09
1653636208,Norman Wells,65.282,-126.8329,81,20,2.06,277.17
1653636209,Port-Gentil,-0.7193,8.7815,94,40,2.06,297.13
1653636209,Gimli,50.6336,-96.9907,93,2,1.54,280.16
1653636209,Zatoka,46.0725,30.4654,66,98,3.64,291.93
1653636210,Kruisfontein,-34.0033,24.7314,81,31,1.91,285.86
1653636210,Airai,-8.9266,125.4092,67,98,1.6,293.49
1653636210,Ojinaga,29.5667,-104.4167,39,0,4.63,301.68
1653636211,Krasnovishersk,60.4078,57.082,52,83,2.33,286.61
1653636211,Bengkulu,-3.8004,102.2655,70,100,4.28,302.39
1653636211,Olafsvik,64.8945,-23.7142,80,23,6.06,279.13
1653636212,Codrington,-38.2667,141.9667,73,100,2.75,286.68
1653636049,Baghdad,33.3406,44.4009,10,0,5.66,307.1
1653636212,Rjukan,59.8789,8.5941,55,100,4.47,282.29
1653636213,Solnechnyy,50.7214,136.6319,80,100,1.75,288.89
1653636213,Oddur,4.1213,43.8894,45,61,9.5,302.59
1653636213,Karratha,-20.7377,116.8463,43,96,4.83,301.81
1653636214,Beringovskiy,63.05,179.3167,69,100,6.28,279.59
1653636214,East London,-33.0153,27.9116,77,0,2.06,289.67
1653636214,Dobryatino,55.5055,41.3195,99,100,2.85,282.71
1653636215,Clyde River,70.4692,-68.5914,79,100,10.8,265.28
1653636215,Avarua,-21.2078,-159.775,94,34,1.54,296.18
1653636216,Shiyan,32.6475,110.7781,70,100,4.98,293.79
1653636216,Rudnogorsk,57.2639,103.7519,26,100,3.62,287.14
1653636216,Auki,-8.7676,160.7034,89,100,1.75,298.03
1653636217,Nokaneng,-19.6667,22.2667,25,0,2.31,292.0
1653636217,Kerūr,16.0167,75.5667,30,6,6.28,306.15
1653636217,Mashhad,36.297,59.6062,64,75,2.06,293.23
1653636043,Chattanooga,35.0456,-85.3097,82,75,0.45,291.24
1653636218,Xining,36.6167,101.7667,28,100,2.96,292.8
1653636218,Ponta do Sol,32.6667,-17.1,71,26,1.54,291.5
1653636219,Kaeo,-35.1,173.7833,97,95,5.37,286.66
1653636219,Palma di Montechiaro,37.1926,13.765,31,31,8.79,298.95
1653636219,Tarakan,3.3,117.6333,83,75,1.54,299.87
1653636220,Marawi,7.9986,124.2928,77,100,1.38,298.55
1653636220,Vila Franca do Campo,37.7167,-25.4333,87,54,1.35,291.59
1653636220,Zhigansk,66.7697,123.3711,58,9,9.97,277.95
1653636221,Bognor Regis,50.7821,-0.6798,81,94,5.4,289.81
1653636221,Betafo,-19.8333,46.85,48,0,1.44,294.36
1653636221,Foumban,5.7291,10.9001,96,100,1.25,290.2
1653636222,High Rock,26.6208,-78.2833,74,6,6.35,298.16
1653636222,Río Gallegos,-51.6226,-69.2181,69,0,9.77,275.18
1653636223,Bealanana,-14.55,48.7333,46,6,1.96,296.66
1653636223,Podgornoye,51.735,39.1496,63,0,8.0,288.27
1653636223,Nhlangano,-27.1167,31.2,86,86,1.14,288.22
1653636224,Colan,7.5873,-80.2296,88,100,1.2,297.6
1653636224,Coahuayana Viejo,18.7333,-103.6833,90,15,0.84,296.27
1653636224,Kuching,1.55,110.3333,66,40,3.58,305.27
1653636225,Ugra,54.7777,34.3267,92,100,5.27,281.45
1653636225,Tura,25.5198,90.2201,54,0,2.24,303.79
1653636075,Kulhudhuffushi,6.6221,73.07,76,73,5.32,301.4
1653636226,Lorengau,-2.0226,147.2712,72,100,3.25,301.56
1653636226,Kjøllefjord,70.9457,27.3465,87,75,6.69,279.18
1653636227,Husavik,66.0449,-17.3389,96,100,4.14,277.61
1653636227,Ust'-Shonosha,61.1531,41.343,65,100,3.6,286.03
1653636227,La Ronge,55.1001,-105.2842,75,20,3.6,279.29
1653636228,Yamethin,20.4333,96.15,49,94,4.07,305.3
1653636228,Hay River,60.8156,-115.7999,81,40,0.51,280.14
1653636229,Cap Malheureux,-19.9842,57.6142,51,0,1.34,300.63
1653636229,Haines Junction,60.7522,-137.5108,61,92,3.6,282.12
1653636229,Shāhpura,27.3833,75.9667,25,0,5.78,312.59
1653636230,Amapá,1.0,-52.0,100,50,0.26,293.63
1653636230,Krasnosel'kup,65.7,82.4667,33,15,4.41,290.45
1653636230,Nālūt,30.3333,10.85,23,48,5.4,300.84
1653636144,Quang Ngai,15.1167,108.8,63,100,3.07,305.5
1653636231,Qingyuan,23.7,113.0333,78,100,2.2,298.14
1653636232,Bulungu,-4.55,18.6,87,26,0.47,296.63
1653636232,Simao,22.7886,100.9748,57,98,2.6,300.19
1653636232,Florianópolis,-27.6146,-48.5012,96,0,1.03,290.6
1653636233,Mozarlândia,-14.7447,-50.5706,50,100,1.67,295.36
1653636198,Bethel,41.3712,-73.414,90,100,1.96,290.73
1653636233,Clarence Town,-32.5833,151.7833,87,5,1.25,291.96
1653636234,Palmer,42.1584,-72.3287,78,100,3.09,290.51
1653636234,Flinders,-34.5833,150.8552,79,2,0.89,292.14
1653636234,Edelira,-26.75,-55.2667,98,72,1.82,288.66
1653636235,Luau,-10.7073,22.2247,36,0,2.54,292.69
1653636235,Brae,60.3964,-1.353,77,28,8.67,282.23
1653636236,Camocim,-2.9022,-40.8411,91,21,3.44,296.34
1653636236,Tual,-5.6667,132.75,71,26,5.84,302.09
1653636236,Gebre Guracha,9.8,38.4,32,11,2.12,294.55
1653636237,Plastun,44.7561,136.2939,97,100,2.22,284.31
1653636237,Bumba,2.1833,22.4667,67,3,1.55,299.75
1653636237,Nsoko,-27.0333,31.95,88,96,1.14,291.74
1653636238,Lumby,50.2498,-118.969,76,100,4.12,289.02
1653636109,Kavaratti,10.5669,72.642,73,100,3.33,301.67
1653636238,Baiyin,36.5583,104.2081,16,100,3.35,298.16
1653636238,Nioki,-2.7167,17.6833,91,98,0.78,295.78
1653636239,Nyagan,62.1406,65.3936,51,100,5.51,295.87
1653636239,Lüderitz,-26.6481,15.1594,62,0,2.61,290.1
1653636240,Margate,51.3813,1.3862,77,100,7.97,288.88
1653636240,Maningrida,-12.0667,134.2667,50,100,3.84,302.94
1653636240,Berdigestyakh,62.0989,126.6992,41,99,3.66,285.6
1653636241,Los Llanos de Aridane,28.6585,-17.9182,81,75,3.6,291.01
1653636241,Sorong,-0.8833,131.25,73,66,2.71,302.09
1653636241,Pevek,69.7008,170.3133,83,95,5.27,272.17
1653636242,Abaeté,-19.16,-45.4458,84,81,0.72,286.94
1653636242,Goedereede,51.8175,3.9806,72,59,2.68,289.26
1653636243,Saint-Ambroise,48.5501,-71.3324,99,100,1.72,283.47
1653636243,Henties Bay,-22.116,14.2845,79,0,1.67,288.94
1653636070,Whitehorse,60.7161,-135.0538,70,20,2.57,278.6
1653636244,Kushmurun,52.4503,64.6311,44,78,6.56,290.03
1653636244,Linxia Chengguanzhen,35.6003,103.2064,36,100,1.91,292.17
1653636244,Pitimbu,-7.4706,-34.8086,84,26,5.75,296.48
1653636245,Bairiki Village,1.3292,172.9752,78,75,2.06,300.15
1653636245,Esim,4.8699,-2.2405,88,97,1.45,297.81
1653636246,Wum,6.3833,10.0667,95,100,1.83,290.74
1653636246,Vila do Maio,15.1333,-23.2167,82,94,5.91,295.59
1653636246,Epiniana,39.1429,21.6134,39,6,1.83,298.99
1653636247,Lac du Bonnet,50.2536,-96.0612,93,53,2.92,285.02
1653636247,Dunkwa,5.9656,-1.78,98,98,0.32,295.95
1653636247,Ilhabela,-23.7781,-45.3581,71,11,1.42,293.11
1653636248,Vardø,70.3705,31.1107,93,75,9.26,277.14
1653636248,Kitgum,3.2783,32.8867,79,100,1.49,296.32
1653636248,Avera,33.194,-82.5271,95,100,4.88,293.88
1653636249,Vao,-22.6667,167.4833,79,100,5.41,296.52
1653636249,Fuxin,42.0156,121.6589,22,9,4.1,302.47
1653636249,Aksarka,66.5606,67.7975,41,100,7.52,294.69
1653636250,Benito Juarez,19.385,-99.165,49,75,4.12,292.5
1653636250,Calvià,39.5657,2.5062,62,6,3.1,294.86
1653636251,Vanimo,-2.6741,141.3028,74,100,2.32,301.24
1653636251,Zarechnyy,53.2036,45.1923,74,67,7.81,287.14
1653636252,Praia,14.9215,-23.5087,73,20,6.17,295.45
1653636252,Fortuna,40.5982,-124.1573,94,75,3.6,284.63
1653636252,Tweed,44.4751,-77.3162,97,100,4.61,291.8
1653636253,Saint-Pierre,-21.3393,55.4781,65,0,3.09,299.21
1653636253,Santa Cruz de Barahona,18.2085,-71.1008,83,100,1.4,297.8
1653636253,Keti Bandar,24.1447,67.4497,70,0,11.88,303.98
1653636254,Fonte Boa,-2.4959,-66.2662,97,95,0.85,296.05
1653636254,Altamont,42.2068,-121.7372,79,0,2.57,281.98
1653635996,Riyadh,24.6877,46.7219,11,0,6.05,307.23
1653635962,Port Augusta,-32.5,137.7667,52,10,3.0,290.79
1653636255,Canandaigua,42.8742,-77.288,86,100,0.89,294.02
1653636255,Upernavik,72.7868,-56.1549,70,100,3.7,267.72
1653636255,Camopi,3.1655,-52.3158,99,98,0.4,294.86
1653636256,Fare,-16.7,-151.0167,71,0,6.59,300.36
1653636256,Cairns,-16.9167,145.7667,69,4,5.66,299.32
1653636256,Mahébourg,-20.4081,57.7,69,20,3.6,300.51
1653636257,Walvis Bay,-22.9575,14.5053,75,0,2.82,289.02
1653636257,Sibolga,1.7427,98.7792,68,100,3.32,303.33
1653636258,Nyurba,63.2842,118.3319,34,100,3.77,284.01
1653636258,Cayenne,4.9333,-52.3333,1,100,0.0,297.09
1653636258,Mocuba,-16.8392,36.9856,73,2,1.29,296.23
1653636259,Paracelis,17.2667,121.4667,58,93,1.18,305.13
1653636259,Broome,42.2506,-75.833,81,100,4.63,293.4
1653636250,Orange,33.7,-117.7675,81,100,2.06,290.92
1653636259,Burgeo,47.6167,-57.6152,85,100,6.52,279.57
1653636260,Monywa,22.1167,95.1333,40,11,2.98,308.72
1653636260,Mumford,5.2618,-0.759,89,100,1.0,297.7
1653636261,Humaitá,-7.5061,-63.0208,82,100,0.21,297.09
1653636261,Plettenberg Bay,-34.0527,23.3716,77,5,1.55,288.68
1653636261,Kismayo,-0.3582,42.5454,73,100,6.66,301.54
1653636262,Tezu,27.9167,96.1667,72,30,1.34,303.05
1653636262,Urengoy,65.9667,78.3667,24,8,4.96,290.45
1653636263,Pala,9.3642,14.9046,59,100,3.64,300.44
1653636263,Opuwo,-18.0607,13.84,31,0,2.38,291.63
1653636263,Comodoro Rivadavia,-45.8667,-67.5,49,0,7.72,279.07
1653636264,Soto la Marina,23.7667,-98.2167,93,63,2.19,299.14
1653636264,Along,28.1667,94.7667,58,41,1.97,304.54
1653636265,Fort Nelson,58.8053,-122.7002,71,40,1.54,280.92
1653636265,Zeya,53.75,127.2667,28,74,6.32,299.34
1653636265,Traverse City,44.7631,-85.6206,92,100,1.54,285.22
1653636266,Tanout,14.9709,8.8879,9,0,1.43,304.95
1653636266,Carutapera,-1.195,-46.02,93,15,1.98,296.22
1653636266,Inhambane,-23.865,35.3833,71,11,4.02,297.18
1653636267,San Quintín,30.4833,-115.95,90,9,4.13,288.09
1653636020,Bobrov,51.0961,40.0333,72,50,9.5,288.93
1653636267,Barra do Corda,-5.5,-45.25,95,54,0.95,293.77
1653636075,Thinadhoo,0.5333,72.9333,70,1,4.92,301.98
1653636268,Ust-Kuyga,70.0167,135.6,68,100,2.84,274.1
1653636268,Kasongo-Lunda,-6.4667,16.8167,76,43,0.32,296.64
1653636269,Port Lincoln,-34.7333,135.8667,57,94,4.89,288.04
1653636269,Bukama,-9.2,25.85,40,13,1.53,297.33
1653636269,Qaqortoq,60.7167,-46.0333,98,100,0.93,274.21
1653636270,Berlevåg,70.8578,29.0864,81,100,7.72,278.15
1653636270,Kedrovyy,56.1667,91.8167,34,97,3.18,290.38
1653636270,Helong,42.5397,128.9972,65,57,1.9,287.72
1653636271,Amazar,53.858,120.875,47,92,5.2,292.21
1653636271,Fernie,49.5,-115.0687,95,100,1.12,285.2
1653636272,Wainwright,52.839,-110.8572,67,90,3.83,283.74
1653636272,Ixtapa,20.7,-105.2,88,40,0.0,296.72
1653636272,Ostrów Wielkopolski,51.655,17.8069,95,100,5.79,286.16
1653636273,Koshurnikovo,54.1667,93.3,30,82,1.28,294.44
1653636273,Juazeiro,-9.4117,-40.4986,88,75,3.6,295.25
1653636273,Nouadhibou,20.931,-17.0347,94,5,4.12,291.14
1653636274,Hauge i Dalane,58.3436,6.2812,78,59,8.48,280.76
1653636274,Port Blair,11.6667,92.75,79,75,5.66,303.17
1653636275,Abu Kamal,34.4506,40.9171,12,0,2.24,303.67
1653636275,Union,40.6334,-74.2663,92,100,2.06,292.58
1653636275,Paamiut,61.994,-49.6678,95,100,4.41,271.43
1653636276,Bowen,-20.0167,148.2333,68,25,3.78,296.19
1653636276,Cutervo,-6.379,-78.8157,95,60,1.65,281.86
1653636276,Xixiang,35.1628,112.865,14,100,5.2,307.06
